firm_id,year,v_production,v_investment,v_capital,v_material,v_labor,v_m_share,LHS,integrated,residuals,lag_LHS,lag_capital,lag_labor,pred_production
1,1998,15.4398920066508,12.6583131911957,13.841185809558,0.0199931462467459,20.842457,-0.41726553,15.47036395734011,-0.008213114307836732,-0.022258836381474023,15.241757145647691,13.6469111799501,27.407509,16.54630906623936
1,1999,15.3679367100336,12.3586993074891,13.9283382249254,0.0199931462467459,25.953587,-0.39354613,15.424669572491478,-0.008256088321706816,-0.04847677413617146,15.47036395734011,13.841185809558,20.842457,14.144439471770752
2,1998,14.7600539157302,11.5890713591495,13.6968350116387,-0.0191691105639765,41.272972,-0.52319157,14.70706473438223,0.00843119485227701,0.044557986495693314,14.754849057373457,13.6883098272041,43.536949,13.766881750617161
2,1999,14.7037951740429,12.6856923913699,13.8871149630935,-0.0292194464174779,42.817913,-0.62186801,14.546393489764004,0.012771661106016113,0.14463002317287982,14.70706473438223,13.6968350116387,41.272972,14.687419899822105
3,1999,13.6600445262409,9.89272989588317,12.0051784806561,0.18422331976898,17.494886,-0.22745578,13.941318292513907,-0.08093839517129801,-0.2003353711017083,14.18572761705823,12.0143163209576,17.486481,13.69911203581744
4,1996,17.606478686395,15.2652350136439,17.2278471542362,0.0828300358160957,78.801003,-0.42005929,17.6116457410807,-0.03167003266076742,0.026502977975065733,17.66377464524613,17.1751309448874,71.618164,19.555028001036263
5,1999,16.0031070250352,14.0183811954149,15.3130338568205,0.102759821100864,51.999664,-0.3214184,16.11108995606706,-0.039475417995975294,-0.06850751303588731,16.17263082877202,15.1471543902231,52.999359,15.172430126852852
6,1999,11.0108343027462,8.07090608878782,8.89698487275969,0.027269790394629,-4.8469191,-1.8071865,9.872400419504649,-0.016541140631699407,1.1549750238732523,9.911067988840541,8.54161259595698,-5.1722155,13.915709236536317
7,1997,12.501302412339,8.65869275368994,9.51618402005277,0.0,16.51829,-0.51365322,12.629810626967279,0.0,-0.12850821462828,12.147320449634954,9.18124106415091,14.10842,14.258918206946689
8,1999,13.5453339433579,9.03312575255037,10.4715730849913,0.0639270873062326,4.8234453,-0.1494821,13.983767667188824,-0.0334585015218294,-0.40497522230909483,14.016465770587683,10.3672844598723,3.326771,14.340031664464044
9,1999,14.2857413812271,10.7748018387628,12.0523018102195,0.0,48.434391,-0.3630634,14.463725131638324,0.0,-0.177983750411224,14.336262247071753,11.8987829267722,49.914024,11.87973529671334
10,1999,10.8567079134952,7.96450336355155,9.81865380279427,0.0626005682559624,3.8511147,-1.9194895,9.564945159154604,-0.03490094517371038,1.3266636995143064,8.352321983956841,9.77077296908929,0.55440885,10.193886617289127
11,1999,12.6408894146865,7.96137020171951,8.94364976235915,0.0,4.0309782,-0.52762306,12.778517534347635,0.0,-0.13762811966113497,13.270034673287956,8.68497624108907,3.4742906,15.163930361669868
12,1999,15.6710380931154,13.3423916813704,14.5340521048278,0.353125319434674,29.72872,-0.23194341,15.736981200565733,-0.10727431347479843,0.04133120602446472,15.949222295528845,14.3642164776949,30.106453,15.9206521171803
13,1999,13.3871432468299,0.0,11.1066024889986,0.0196354046177446,26.287792,-0.71647877,13.240339181265046,-0.010206860417425476,0.15701092598228028,13.192486888428842,11.2180925527642,26.352236,12.948278716012677
14,1999,10.5785960197768,8.85580599253656,9.93175911887792,0.0369315936079953,-7.6103768,-0.67744797,10.502153758477698,-0.020066736690558536,0.09650899798966073,10.626668188652777,9.69961952884115,-4.9576974,12.889847738657378
15,1997,10.6250521074576,4.83628190695148,8.15619462837834,0.0440992100867559,-4.0073729,-2.3438344,9.00974314997195,-0.028747786099636696,1.644056743585286,9.1175475332517,8.22547632344678,-5.8981638,11.399809907509143
16,1997,11.1080766056886,0.0,8.64648310165839,0.0655802787737384,-15.482066,-0.32206252,11.469436174802812,-0.039705946509717795,-0.32165362260449415,11.04746758795929,8.73838283509557,-12.23293,10.914359049729333
17,1995,10.8589989975636,0.0,8.58806163624868,0.0,10.570187,-1.981338,9.572525268696099,0.0,1.286473728867501,10.176170992625817,8.69954808098798,6.2231612,13.274311940368394
18,1995,12.3695208377319,8.21959545417708,9.43413171342905,-0.024642614937693,3.3930233,-0.20932886,12.785186801994602,0.01451628803854379,-0.4301822523012477,12.708197237956192,9.22552450730122,-0.10847558,14.381793853402487
19,1995,11.2032820353312,0.0,8.71961144990931,0.219195425232986,-1.1070378,-0.72381419,11.2038099624589,-0.1297917702287888,0.12926384310108907,10.13382870931872,8.83143442605327,-13.360915,10.389863757806594
20,1996,11.5233212411523,0.0,9.5810276825484,0.0460563093531488,1.5949277,-0.32885325,11.831074890776373,-0.026289909967614256,-0.2814637396564593,11.621632055201973,9.64141474559077,-3.3556206,11.424724577942088
21,1999,16.3347176437601,13.117163883433,13.5727922908801,0.0313785648685754,44.073963,-0.52629423,16.29037800577167,-0.013748049342826541,0.05808768733125713,16.209823391536304,12.9272643756334,48.766651,12.863391119982042
22,1994,16.1251771785364,12.2116321627354,13.3642856594625,0.0578698639475057,31.078365,-0.37771335,16.222768861845264,-0.024766167619016687,-0.07282551568984574,16.193802163637635,13.1182286411515,38.025013,14.919142463385974
23,1993,11.982929094216,0.0,8.75063552771791,0.0826284633093435,0.23285662,-0.28029278,12.40538250094763,-0.05072632294980113,-0.37172708378182795,12.48479298522976,8.86395516380393,-0.64908165,12.261615686258155
24,1999,11.4453600013802,8.79315687091382,9.68116241622898,0.20958050313942,0.45705652,-0.2642701,11.822966815607671,-0.11209559471777486,-0.2655112195096962,11.792480161471808,9.35986321701875,-3.1699188,13.854364326721145
25,1994,11.7588335156945,9.20402044323136,11.6788576128053,-0.0159361201810272,18.348186,-0.51913983,11.766302710357113,0.007842507319166725,-0.015311701981780446,10.824776849378443,11.7102423609106,15.166368,10.523976041973823
26,1999,12.2233976776015,10.0815500524097,10.2766980279149,0.160110964190129,3.9212577,-0.23214312,12.595455711807356,-0.08246932109308781,-0.2895887131127668,12.088327598682358,9.22914249893878,10.516911,15.456630083516758
27,1995,15.6797537776946,10.5159668300286,13.2422338328832,0.0742935257029008,39.549519,-0.47083694,15.699958688938102,-0.03250324454411892,0.012298333300617026,15.528300293948345,13.284393957679,37.883335,15.545179713154903
28,1995,14.5976113521975,12.6362336182559,13.4783183021915,0.102222765390897,18.041718,-0.8533293,14.1914799080449,-0.04096295215441937,0.4470943963070196,14.077033534086466,13.0967203883493,13.569333,14.416587738132769
29,1998,17.6118994836001,13.943555427107,15.7009453713808,0.0509477147937792,71.421509,-0.28881612,17.771874674099383,-0.020635589160403183,-0.13933960133887735,17.305091965760898,15.6280860460625,67.581421,18.11804652074285
30,1999,15.67775743227,15.7783746026589,15.9618191966059,0.0440570695862263,33.888432,-0.40202597,15.676763594180146,-0.016187778796105435,0.01718161688596076,15.360154662283042,14.8314897980318,40.131618,17.536323118801818
31,1996,16.3828342779167,0.0,12.6377807085422,-0.0474741149372452,29.22517,-0.1649026,16.708830942657087,0.02223744206258297,-0.3482341068029706,16.375890830749015,12.6955157846824,25.87323,16.11040190037317
32,1999,11.1874240087009,5.45958551414416,8.42461727011783,0.169542685039406,-4.4570217,-0.44534448,11.4819938665843,-0.10450228493767928,-0.19006757294572246,11.43271174102235,8.49394503509643,-5.4482341,11.608042154461282
33,1993,13.8429544838068,11.2596705837992,12.5583546044241,0.0817410952047109,-4.493535,-0.16900454,14.133707049081147,-0.03390059574993732,-0.2568519695244109,14.112771276580675,12.3703634543223,12.596059,21.254565619086126
34,1999,10.5273542828022,9.00981411052738,9.59665663902336,0.159585640159797,3.7714641,-1.2878571,9.895636961461186,-0.08844775549003625,0.7201650768310517,10.376050063199012,9.08856814004627,3.4704595,13.932405650589274
35,1994,11.1842567391029,0.0,10.3694266828859,-0.0236694395819799,5.6099896,-0.47899467,11.281447564336217,0.012826364077993485,-0.11001718931130994,10.986585170452178,10.4729093893466,2.6926546,10.341711800756398
36,1993,11.1965545696574,6.68461172766793,8.96530902090394,-0.121239469535398,8.4974794,-0.59464705,11.206169891440661,0.07579617152800909,-0.08541149331126918,11.8340598570614,8.97708335150248,8.4498796,12.226631641613913
37,1997,17.4035668144721,13.518283072669,15.7432274953476,-0.0673945349983941,87.469322,-0.57968277,17.268843678061188,0.029128514763193256,0.10559462164771966,17.288710457931334,15.7590736691655,85.881409,17.68421333379306
38,1994,15.0446401980338,8.54946675196653,13.3622817611804,0.123510166765099,59.249596,-0.16744556,15.391541094452737,-0.054978680307256,-0.2919222161116808,15.937218428690004,13.483680549509,52.267353,19.448208659772437
39,1996,17.0942550565292,12.8076526325646,14.9642781737808,0.0786475994020254,60.919888,-0.51342559,17.03612956566352,-0.03196406759081219,0.09008955845649586,17.019372266116584,14.9611130744275,59.982613,16.919169590048764
40,1995,17.2272818177317,13.4174033142593,17.1084481362038,0.017082797329209,55.3731,-0.53069967,17.107205069226627,-0.00645545683707184,0.1265322053421436,17.032524307750943,17.1712016157467,51.723061,16.484190057857145
41,1996,13.1071425515752,7.60090245954208,11.3370840665236,-0.0068512127574465,8.6860209,-0.023873832,13.61831510172841,0.003404928782411887,-0.5145774789356233,13.709914142639724,11.416459717755,5.8747172,12.375999397955619
42,1995,16.2716673061202,12.1620685100321,15.2386441208043,0.0663962559591785,51.739967,-0.2708286,16.437353448354724,-0.026132995237269703,-0.13955314699725435,16.36125912669155,15.2642961741269,48.415855,16.28961523837223
43,1997,15.524631571895,12.0717237760053,13.8526428418665,-0.0125462210144341,30.55106,-0.4460654,15.535625883757307,0.005337522508358369,-0.016331834370665876,15.494228814071077,13.8120996474172,28.106941,15.022738158256038
