market_id,product_id,prod_char,price,share,true_delta,share_not_buy,instrument_cost,instrument_char,instrument_price
0,0,1.15976467261,0.986291488748,0.183453963675,2.98516523938,0.00926828656048,1.02950723458,-1.15976467261,-0.986291488748
0,1,0.196570283493,-0.525908164372,0.0869447481468,2.23865074335,0.00926828656048,0.188458557108,-0.196570283493,0.525908164372
0,2,-1.59221929629,-1.53879162313,0.000244170473169,-3.63645163475,0.00926828656048,1.04500138771,1.59221929629,1.53879162313
0,3,-0.0786281133971,-0.00123519202719,0.00642454701752,-0.366464152898,0.00926828656048,-0.934513367085,0.0786281133971,0.00123519202719
0,4,0.884566275717,-0.0721926471949,0.709585429807,4.33794311386,0.00926828656048,-1.7255212931,-0.884566275717,0.0721926471949
0,5,-1.3170208994,-0.589026885527,8.28369011725e-05,-4.71743101337,0.00926828656048,0.862988429426,1.3170208994,0.589026885527
0,6,0.746967077272,1.7408630235,0.00399601741801,-0.841412295568,0.00926828656048,-0.465920948637,-0.746967077272,-1.7408630235
1,0,1.15976467261,0.499701294914,0.465416188275,4.20164072397,0.00696618665271,0.600442500095,-1.15976467261,-0.499701294914
1,1,0.196570283493,-0.594103070161,0.0774966626415,2.40913800782,0.00696618665271,-1.4783987886,-0.196570283493,0.594103070161
1,2,-1.59221929629,-0.641760607481,1.94859671332e-05,-5.87902917387,0.00696618665271,-1.25236282342,1.59221929629,0.641760607481
1,3,-0.0786281133971,-0.641760607481,0.0239485269274,1.23484938574,0.00696618665271,-0.0164095058991,0.0786281133971,0.641760607481
1,4,0.884566275717,2.25928351588,0.00156906437286,-1.49074729384,0.00696618665271,1.45162449831,-0.884566275717,-2.25928351588
1,5,-1.3170208994,-0.641760607481,7.10317613371e-05,-4.58559670848,0.00696618665271,-0.170292202532,1.3170208994,0.641760607481
1,6,0.746967077272,-0.239599918195,0.424512853402,4.10974505867,0.00696618665271,0.865396322052,-0.746967077272,0.239599918195
2,0,1.15976467261,-0.215729944636,0.411454094285,5.99021882284,0.00103000320107,-1.15334412719,-1.15976467261,0.215729944636
2,1,0.196570283493,2.0013199663,1.74244383246e-05,-4.07941958334,0.00103000320107,-0.358282528452,-0.196570283493,-2.0013199663
2,2,-1.59221929629,-1.22079830731,1.2258537817e-05,-4.43143492428,0.00103000320107,-1.52097227621,1.59221929629,1.22079830731
2,3,-0.0786281133971,0.359118663368,0.000290028463292,-1.26734879139,0.00103000320107,0.0693453943547,0.0786281133971,-0.359118663368
2,4,0.884566275717,-0.349326927287,0.157632227898,5.03077881409,0.00103000320107,1.12968894137,-0.884566275717,0.349326927287
2,5,-1.3170208994,0.434429096524,7.12845254469e-07,-7.27607096849,0.00103000320107,1.28153484228,1.3170208994,-0.434429096524
2,6,0.746967077272,-1.00901254696,0.429563250331,6.03327663057,0.00103000320107,0.552029753845,-0.746967077272,1.00901254696
3,0,1.15976467261,0.957312434675,0.0634460922483,3.05761287456,0.00298154706395,1.26423060376,-1.15976467261,-0.957312434675
3,1,0.196570283493,1.89732969198,6.54160247226e-05,-3.81944389755,0.00298154706395,1.73450332143,-0.196570283493,-1.89732969198
3,2,-1.59221929629,-0.0632162232435,1.96371670118e-06,-7.32539013446,0.00298154706395,-0.841769534201,1.59221929629,0.0632162232435
3,3,-0.0786281133971,-0.796686195776,0.0150985893873,1.62216335647,0.00298154706395,-0.909262446112,0.0786281133971,0.796686195776
3,4,0.884566275717,-0.115564390301,0.254399532188,4.44637247162,0.00298154706395,-0.752551239889,-0.884566275717,0.115564390301
3,5,-1.3170208994,-1.12122285894,0.000100812724209,-3.38694107983,0.00298154706395,0.043083025043,1.3170208994,1.12122285894
3,6,0.746967077272,-0.757952458399,0.663906046647,5.40562640918,0.00298154706395,-0.53823373003,-0.746967077272,0.757952458399
4,0,1.15976467261,0.147921540154,0.131259345267,5.08109011087,0.000814829449749,1.91044134932,-1.15976467261,-0.147921540154
4,1,0.196570283493,-0.654844791076,0.0105523874906,2.56099231011,0.000814829449749,-0.546877514386,-0.196570283493,0.654844791076
4,2,-1.59221929629,-0.26354120985,8.84656025015e-07,-6.82457766794,0.000814829449749,0.590023961675,1.59221929629,0.26354120985
4,3,-0.0786281133971,1.83051445064,5.79553137512e-06,-4.94583825958,0.000814829449749,-0.782665333112,0.0786281133971,-1.83051445064
4,4,0.884566275717,-1.11915395133,0.8550966003,6.9553463742,0.000814829449749,0.592789297182,-0.884566275717,1.11915395133
4,5,-1.3170208994,-0.938644328998,1.74402502149e-05,-3.84338740469,0.000814829449749,-1.18492913704,1.3170208994,0.938644328998
4,6,0.746967077272,0.997748290458,0.00225271705497,1.01637453703,0.000814829449749,-0.578782623635,-0.746967077272,-0.997748290458
5,0,1.15976467261,0.59957109972,0.0647478082501,3.95196621195,0.00124506133613,-0.241443187877,-1.15976467261,-0.59957109972
5,1,0.196570283493,0.187761313925,0.00196117244624,0.454477047602,0.00124506133613,-0.735365261018,-0.196570283493,-0.187761313925
5,2,-1.59221929629,0.630271638165,1.44993319148e-07,-9.05910978798,0.00124506133613,1.78785092586,1.59221929629,-0.630271638165
5,3,-0.0786281133971,-1.36518743847,0.0261186607524,3.04341646321,0.00124506133613,1.06370665166,0.0786281133971,1.36518743847
5,4,0.884566275717,1.62227725214,0.00137774065246,0.10176836552,0.00124506133613,-0.694687495761,-0.884566275717,-1.62227725214
5,5,-1.3170208994,-0.443520923572,7.74183359926e-06,-5.08119591825,0.00124506133613,0.0786233918711,1.3170208994,0.443520923572
5,6,0.746967077272,-1.23117294191,0.904541669736,6.58867761795,0.00124506133613,-1.25868502474,-0.746967077272,1.23117294191
6,0,1.15976467261,0.0538990194626,0.666347969334,5.3161464126,0.00327485201035,0.699812957271,-1.15976467261,-0.0538990194626
6,1,0.196570283493,-0.53616438392,0.0315146010748,2.26429129222,0.00327485201035,-0.154430298896,-0.196570283493,0.53616438392
6,2,-1.59221929629,-1.26954728456,4.40591411488e-05,-4.30956248116,0.00327485201035,0.886261841617,1.59221929629,1.26954728456
6,3,-0.0786281133971,0.142498976801,0.00158489706807,-0.725799574968,0.00327485201035,0.124629929468,0.0786281133971,-0.142498976801
6,4,0.884566275717,2.20875020263,0.000836425885008,-1.36441401071,0.00327485201035,0.261725862059,-0.884566275717,-2.20875020263
6,5,-1.3170208994,-0.201415548141,1.11165184824e-05,-5.68645935683,0.00327485201035,-2.31689884232,1.3170208994,0.201415548141
