market_id,product_id,x,instrument,price,share,share_not_buy
0,0,0.365082383173,7.19351541282,4.43091011666,0.000194491242543,0.657967469623
0,1,0.834272563145,6.96467785975,4.49445077882,0.0756396522516,0.657967469623
0,2,0.457430355607,5.66768835585,3.5789171698,0.00550837323073,0.657967469623
0,3,0.985595263824,7.38250760919,4.80316937501,0.259658717609,0.657967469623
0,4,0.480790541906,6.9617091057,4.36368690244,0.00103129604355,0.657967469623
1,0,0.873922469856,8.79967537367,5.68962645802,0.00196177900699,0.000507659157753
1,1,0.587474085627,2.44069728259,1.74661661117,0.418067237219,0.000507659157753
1,2,0.499730563895,1.9076498002,1.37415398387,0.412491412042,0.000507659157753
1,3,0.351967375786,1.55341945999,1.07948573995,0.153123751286,0.000507659157753
1,4,0.149908988802,1.59012880844,1.01016864382,0.0138481612887,0.000507659157753
2,0,0.0848080518452,6.30228124011,3.85767764867,1.23076519364e-07,3.05775729161e-05
2,1,0.642545786911,8.1335030748,5.18207868917,9.94752584281e-06,3.05775729161e-05
2,2,0.00247968956258,0.943926987108,0.565103691484,0.000745065915657,3.05775729161e-05
2,3,0.973067992067,2.99025158717,2.19590377609,0.999203919139,3.05775729161e-05
2,4,0.488395022536,6.64035855414,4.21783648355,1.03667697705e-05,3.05775729161e-05
3,0,0.453153335059,1.90634107429,1.31984342951,0.0162625990704,3.0561939701e-05
3,1,0.449355556995,0.278107912471,0.358324828514,0.294921191636,3.0561939701e-05
3,2,0.814236668904,9.92724275944,6.28505547842,0.000156573577748,3.0561939701e-05
3,3,0.30722423187,8.01767713946,4.92671360368,1.41795791595e-06,3.0561939701e-05
3,4,0.742212957785,1.73675627325,1.33030217355,0.688627655818,3.0561939701e-05
4,0,0.925207981227,7.51432167095,4.85991057852,0.00301726015609,1.03984193798e-05
4,1,0.14908772644,7.3037434614,4.41395738785,2.21700596531e-07,1.03984193798e-05
4,2,0.990668433343,9.77864204543,6.23845652215,0.00133642104869,1.03984193798e-05
4,3,0.73642067742,0.723766833679,0.743515301218,0.995633957264,1.03984193798e-05
4,4,0.310996961094,7.28401497436,4.44416234876,1.74141143725e-06,1.03984193798e-05
5,0,0.610502163418,9.16548622861,5.85662000019,8.75461149872e-07,7.31185029412e-07
5,1,0.301634214294,1.9616712139,1.33043573044,8.06737104938e-05,7.31185029412e-07
5,2,0.832453089309,9.62602912437,6.23260358066,9.59015365862e-06,7.31185029412e-07
5,3,0.963092400994,8.39486587777,5.52602926194,0.000127989428044,7.31185029412e-07
5,4,0.980980555264,1.20545168157,1.1256808516,0.999780140062,7.31185029412e-07
6,0,0.468649594173,1.51459587154,1.08863893535,0.000475173837167,0.000323667501035
6,1,0.85090361279,6.8439600862,4.40636366142,0.000106535204741,0.000323667501035
6,2,0.253645153075,8.11039567291,4.89932231534,2.37652949548e-08,0.000323667501035
6,3,0.766176797374,6.76925446685,4.30773875209,4.07991615219e-05,0.000323667501035
6,4,0.956160825049,0.362599954455,0.625053493978,0.99905380053,0.000323667501035
7,0,0.285941097353,6.33113995449,3.90322504127,1.82613822086e-07,4.64215097112e-05
7,1,0.92845387543,3.10861590281,2.23408065729,0.0281229952308,4.64215097112e-05
7,2,0.901130788427,0.663175974873,0.748568377951,0.96357271935,4.64215097112e-05
7,3,0.628460677753,1.61078892251,1.22246895593,0.00743874557463,4.64215097112e-05
7,4,0.916080968795,5.7100549684,3.7881011067,0.000818935721314,4.64215097112e-05
8,0,0.386661505119,1.58718219426,1.14267961114,0.276891157891,0.0374908046607
8,1,0.818039446073,3.6783013588,2.61330059413,0.685588119601,0.0374908046607
8,2,0.239106945888,6.86084562808,4.33515152784,4.51297980211e-06,0.0374908046607
8,3,0.0131670710913,8.47073275024,5.22184721674,4.19565532394e-08,0.0374908046607
8,4,0.301616048658,6.18510337487,3.9268813707,2.53629105794e-05,0.0374908046607
9,0,0.123159765482,0.614330521472,0.409573330213,0.00129473307873,0.000128189769713
9,1,0.235956762959,2.77647661138,1.69591208392,0.000118586156391,0.000128189769713
9,2,0.0607985016659,8.71522506663,5.1178002058,5.44880874303e-09,0.000128189769713
9,3,0.937692534974,2.89028900805,2.06121231178,0.405099226888,0.000128189769713
9,4,0.560195873139,0.0705457481538,0.271486882203,0.593359258659,0.000128189769713
10,0,0.757517560023,8.62918295861,5.59149065772,0.000355080071893,0.0966987908428
10,1,0.0494750463284,2.46522347092,1.55551748815,0.000175580053441,0.0966987908428
10,2,0.77003266246,2.49195982271,1.84182520021,0.901312531364,0.0966987908428
10,3,0.949171541582,9.86107671347,6.43075065933,0.00144580468451,0.0966987908428
10,4,0.557929955433,9.71550172476,6.17473177046,1.22129829987e-05,0.0966987908428
11,0,0.539441816494,5.68294017823,3.52918447023,0.000601237981502,0.0161654936584
11,1,0.940572274593,8.46910802731,5.31170787979,0.00416029824827,0.0161654936584
11,2,0.45218874938,4.89727440297,3.01604597478,0.000642623163458,0.0161654936584
11,3,0.0787767422656,3.33278895304,1.99398642994,8.22510461614e-05,0.0161654936584
